Unnamed: 0,GSM7465980,GSM7466027,GSM7466030,GSM7466008,GSM7466062,GSM7465978,GSM7466031,GSM7466033,GSM7465983,GSM7466002,GSM7465990
VAV1,0.281199655,0.380429379,0.362421926,0.194022956,0.275479107,0.376953831,0.337160152,0.343311712,0.225422124,0.337885541,0.200910434
CIB3,0.028424206,0.017101504,0.002761742,0.080205675,0.121429189,0.078640383,0.057977844,0.033405074,0.021375442,0.007918027,0.041168941
SH3GL1,0.569268773,0.591037002,0.548829653,0.585589999,0.677162287,0.644349725,0.588350945,0.716214247,0.577404826,0.571450158,0.579748251
DUS3L,0.537098035,0.536314745,0.544703879,0.538488845,0.516435289,0.523283153,0.483205622,0.578050088,0.645591218,0.565332428,0.564231793
DPP9,0.475374502,0.540748957,0.590163494,0.439339075,0.600580647,0.420355173,0.516750709,0.535255448,0.640254486,0.527727313,0.445179867
DMRTC2,0.027074365,0.046898988,0.042005451,0.06217551,0.077777971,0.02843831,0.013128917,0.038516753,0.047800495,0.051140165,0.146862445
CCDC97,0.721546912,0.634242752,0.721406002,0.642506511,0.605313492,0.644053871,0.582543329,0.583160098,0.659111347,0.757096272,0.681388754
TMEM91,0.645065849,0.436937478,0.566405342,0.645975527,0.540302265,0.490162264,0.440302422,0.535124052,0.677274973,0.702480394,0.515569739
ZFP14,0.346307311,0.219246225,0.305740121,0.37034097,0.286090933,0.428232175,0.141563443,0.215121451,0.462738491,0.428869502,0.477852415
SIRT3,0.082750007,0.198979808,0.084902408,0.134352275,0.325436131,0.117169845,0.159135693,0.083415528,0.055043878,0.123627516,0.246978556
IFITM3,0.986925755,0.967285568,0.987536457,0.973800478,0.986615348,0.982453632,0.960573469,0.981035938,0.978716055,0.986587745,0.981364213
HUNK,0.082177955,0.099220203,0.050425527,0.038306063,0.053423036,0.16579165,0.097071539,0.132299434,0.099524774,0.130645129,0.246728014
COL6A1,0.927732768,0.801839026,0.915146789,0.915503539,0.86155832,0.89559899,0.772655972,0.855177261,0.95533996,0.932925668,0.8208488
IFNAR1,0.58578683,0.66771141,0.634830417,0.611062509,0.702899555,0.661953531,0.704551112,0.638537533,0.641142323,0.681407969,0.56864207
SOD1,0.977237242,0.967721981,0.973386749,0.975024418,0.951655769,0.969991337,0.959506075,0.957596755,0.971822067,0.97123655,0.980794844
COL6A2,0.88118218,0.824798279,0.893915844,0.902053104,0.887790373,0.858101038,0.788730392,0.862845072,0.944349235,0.926408793,0.741969969
SIK1,0.078023844,0.414085268,0.269268064,0.398588571,0.728419293,0.384963631,0.532386511,0.700260253,0.244841714,0.401187437,0.353197653
DNMT3L,0.148887991,0.038575841,0.119872215,0.106155495,0.121429189,0.167609296,0.175817188,0.113403701,0.194101664,0.072633442,0.155832121
TRPM2,0.061308434,0.327446244,0.276761981,0.298825804,0.26290963,0.300741724,0.348911267,0.21895059,0.320088056,0.288043268,0.172038599
SCYL1,0.883415234,0.902652617,0.867670148,0.895042895,0.899884878,0.875993395,0.892179526,0.882972453,0.877963459,0.906166898,0.871918052
TMEM50B,0.796419799,0.817374396,0.804375425,0.817056435,0.734297883,0.858101038,0.805664619,0.774325909,0.839034972,0.836643658,0.865429027
APP,0.884626863,0.874494343,0.898075407,0.861742532,0.892529748,0.916991231,0.872218412,0.903319602,0.785577564,0.894410385,0.891593313
URB1,0.379367976,0.38907811,0.346984029,0.403173842,0.273866206,0.384327844,0.390992153,0.397222813,0.329471975,0.440211451,0.375204625
AKT1,0.899688186,0.835991205,0.862123546,0.826726489,0.831917333,0.846298862,0.819519965,0.861745422,0.931230838,0.87911064,0.851341587
IL19,0.283099222,0.001605941,0.310906943,0.272100343,0.127684305,0.186020246,0.152491246,0.073831826,0.005471427,0.234640451,0.029199978
EMP3,0.940597167,0.893594828,0.899308611,0.883049324,0.940823453,0.856482973,0.917594609,0.909786497,0.857231415,0.932925668,0.789665461
SAE1,0.961804631,0.962634599,0.961981295,0.9453782,0.946459608,0.953801402,0.954626354,0.930062426,0.959990909,0.940512923,0.949124735
NTN5,0.308243145,0.067018885,0.198646454,0.249470375,0.196775017,0.146704016,0.281451019,0.249175094,0.27951695,0.288619986,0.315861525
LMTK3,0.500517446,0.468221834,0.478988266,0.495438443,0.528102616,0.451564553,0.426016022,0.639783029,0.500602043,0.493078093,0.437996424
GEMIN7,0.299868132,0.269400518,0.201341395,0.231248334,0.341996931,0.291816888,0.251496374,0.147061557,0.226567433,0.224691582,0.307216398
CBLC,0.306447923,0.213742697,0.282271763,0.443366492,0.333925026,0.342735307,0.228252084,0.435907441,0.433788604,0.296085346,0.29018906
WTIP,0.485494751,0.453649706,0.462563235,0.460610363,0.471677701,0.523999702,0.54502036,0.493682345,0.40219036,0.534517953,0.517971704
ADAMTS10,0.044145723,0.176666452,0.080415627,0.103291703,0.217730377,0.126619349,0.165049241,0.011578642,0.111256102,0.090243671,0.097739203
SLC6A3,0.061308434,0.01969997,0.050425527,0.130018087,0.212410213,0.062821559,0.185369536,0.062135819,0.013218825,0.02757867,0.12904312
RNPEPL1,0.388567382,0.416504082,0.395843275,0.312540312,0.345673322,0.298441525,0.371904755,0.397764363,0.383427211,0.379390644,0.240152366
CAPN10,0.251731495,0.209667754,0.041513167,0.190941519,0.248377744,0.135668615,0.195497478,0.142224598,0.236230742,0.168145297,0.148866244
MYO1F,0.322123566,0.270170573,0.30167251,0.158094828,0.393738445,0.281612754,0.158663259,0.286816207,0.275032872,0.201065599,0.245642968
NLRP12,0.165253749,0.249339601,0.250289899,0.205517997,0.205179409,0.268989569,0.232500921,0.244078291,0.186155614,0.222116208,0.222505531
CACNG8,0.021571512,0.058069492,0.18687133,0.076982071,0.107465616,0.100167462,0.201453756,0.200026274,0.091070265,0.096607949,0.118169086
ZNF787,0.716222047,0.659296026,0.692953034,0.716443102,0.781656491,0.757047176,0.680513327,0.756219905,0.767277637,0.751692321,0.795014693
FBN3,0.242236741,0.237719636,0.185155676,0.252997534,0.184858,0.262745887,0.165602029,0.09539216,0.356634987,0.235880572,0.265151766
CARM1,0.907898773,0.794833579,0.826334967,0.824889812,0.842890855,0.867594408,0.784386917,0.814363791,0.896937091,0.855030474,0.828283948
EVI5L,0.700488738,0.674826115,0.674237946,0.583571171,0.653936332,0.666473443,0.692308381,0.616323705,0.644106268,0.646753311,0.579259913
TM4SF5,0.022282056,0.007904356,0.038447539,0.005883156,0.00874498,0.037479347,0.084638333,0.028530682,0.036649433,0.039353548,0.045310236
SLC47A1,0.899308045,0,0.543046436,0.415352219,0.274672182,0.801069781,0.229528981,0.510198621,0.862439851,0.706789718,0.953871538
PSMB6,0.963386367,0.960707338,0.959643726,0.941000959,0.948011484,0.951733806,0.944609853,0.948951146,0.952567337,0.93880651,0.944322737
GPR32,0.166751823,0.12844374,0.183083138,0.087317567,0.082178779,0.047118944,0.0350454,0.104502171,0.181999125,0.090205375,0.089020362
SIGLEC10,0.15978431,0.455678966,0.277284804,0.165235644,0.45023903,0.408255081,0.401181092,0.34390232,0.282660725,0.24189764,0.207803604
KLK3,0.351993621,0.419724391,0.310767768,0.336472315,0.406866955,0.534362062,0.406346366,0.341396683,0.189170657,0.259693674,0.230904202
ZNF473,0.504862361,0.562194263,0.558754216,0.490623677,0.567436343,0.471688109,0.488812596,0.508863415,0.553227161,0.50713271,0.510596612
FAM71E1,0.493664362,0.324314727,0.377909799,0.387170884,0.229516934,0.440975767,0.273429527,0.281806062,0.453925417,0.377380324,0.365752314
RPS11,0.995663347,0.995869462,0.991034942,0.99260608,0.997643678,0.994751182,0.99674768,0.995291777,0.992396439,0.994808015,0.995216619
PTH2,0.167659339,0.113356361,0.203073199,0.111347612,0.010421919,0.083981651,0.041384835,0.217768316,0.121651322,0.151730752,0.200910434
RPL13A,0.982416192,0.979075797,0.977066519,0.973245631,0.960304381,0.982569611,0.970549695,0.951253471,0.972685087,0.979091253,0.983322386
NOSIP,0.891744952,0.916716794,0.912530487,0.869672544,0.899884878,0.903927793,0.891042328,0.905533646,0.899559563,0.881330191,0.910248561
RCN3,0.654101501,0.683981536,0.608330944,0.740024599,0.64377463,0.692147993,0.72715886,0.736664497,0.671416182,0.59671978,0.683232572
ZNF614,0.497526954,0.484008882,0.503315829,0.577056222,0.448496516,0.584960297,0.486751205,0.551432541,0.60846957,0.591209295,0.625437105
SLC2A5,0.341762085,0.441601336,0.332457969,0.375391543,0.477187478,0.316521065,0.40145448,0.233671483,0.295632115,0.370982906,0.250701894
RERE,0.743584261,0.688436033,0.732912567,0.820617072,0.725371719,0.739269903,0.780994739,0.678542558,0.845389602,0.899604866,0.874028625
MMEL1,0.398901446,0.278008324,0.2811305,0.329418548,0.435541242,0.26257558,0.23341056,0.24934274,0.375962894,0.302603285,0.379961467
PRDM16,0.088590797,0.035502977,0.209901141,0.211905046,0.126823602,0.172753521,0.03572395,0.169500011,0.254182366,0.069967555,0.123347678
PADI3,0.223122787,0.116694947,0.165946839,0.134352275,0.077083671,0.246607115,0.180587335,0.098180274,0.21326711,0.092312509,0.225162187
FHAD1,0.241526865,0.0693942,0.172673116,0.053371527,0.112179338,0.127827022,0.17260468,0.146156584,0.073590937,0.138887538,0.192601131
PADI1,0.021571512,0.26854588,0.075781727,0.157188834,0.126158669,0.10639308,0.116555665,0.137120054,0.107965313,0.132353707,0.252589151
EPHA2,0.279306135,0.151827245,0.31824285,0.297923918,0.503165155,0.389654785,0.29014461,0.540265373,0.365192244,0.223014862,0.338842557
ARHGEF19,0.452082506,0.398137246,0.414460977,0.469970396,0.334209254,0.524651501,0.418658854,0.400260817,0.617046533,0.429331167,0.502715104
EFHD2,0.755426693,0.802181952,0.797125298,0.733982597,0.879887552,0.811540956,0.78591771,0.893469031,0.80878564,0.81745778,0.753785735
PEX14,0.491266909,0.459815416,0.478005099,0.468025786,0.472239345,0.4148637,0.433861768,0.420497529,0.506909833,0.425475962,0.467849714
PGD,0.850229784,0.825149021,0.788998111,0.693298044,0.816616538,0.805695082,0.797640607,0.740694503,0.790197621,0.668498201,0.750105793
MYOM3,0.20525372,0.079911099,0.104924119,0.145827333,0.078472428,0.118801154,0.045202518,0.029096932,0.020632705,0.112342863,0.007591928
SH3BGRL3,0.796419799,0.879321647,0.891187072,0.752362853,0.908856904,0.764476183,0.860532375,0.865690951,0.771244282,0.814075832,0.720121001
CNKSR1,0.252957743,0.339116592,0.27311372,0.30921582,0.330060756,0.238961359,0.23432112,0.296743498,0.300680986,0.238448495,0.276538628
RPL11,0.993793006,0.992147811,0.991034942,0.994825379,0.995142542,0.992272091,0.994133883,0.988345598,0.995954576,0.993574644,0.990337491
IL22RA1,0.070567589,0.27848551,0.074863354,0.029765544,0.166579841,0.085019977,0.074391471,0.04181698,0.120998051,0.037469218,0.064721854
ZNF593,0.779581835,0.818332035,0.791024644,0.781085409,0.796255073,0.814735155,0.783792231,0.778335029,0.807844966,0.74015587,0.763406469
KIAA0319L,0.564740012,0.552654347,0.612321696,0.542193609,0.507131448,0.445188262,0.512291307,0.50708672,0.632735433,0.535312399,0.537836818
DMRTA2,0.158252382,0.184727356,0.114287136,0.267018244,0.269719029,0.161844376,0.232500921,0.180473931,0.22931275,0.234971022,0.078097039
PLK4,0.531270618,0.420801142,0.455906576,0.459052176,0.317501681,0.357464497,0.460732199,0.263027167,0.436970033,0.353211866,0.40559802
MAP3K6,0.592749328,0.534731438,0.666391635,0.685213207,0.547948433,0.655802835,0.458752325,0.507530633,0.622638792,0.626536149,0.466085639
FCN3,0.329372328,0.58371212,0.346287978,0.261588289,0.408822348,0.222861185,0.507541002,0.303015358,0.363053372,0.273655507,0.288729497
GPN2,0.670337399,0.739386106,0.66406347,0.629175319,0.708023692,0.637862707,0.72100176,0.611467977,0.686311793,0.583576882,0.5981247
SYTL1,0.375580082,0.225669085,0.345047715,0.35288206,0.168280644,0.256806885,0.348512837,0.373598084,0.419027052,0.302922036,0.262172454
WDTC1,0.272609904,0.253902918,0.194953327,0.198755856,0.265005281,0.228379675,0.168724388,0.293476111,0.21326711,0.307402115,0.308632082
NBPF3,0.518295855,0.48227245,0.562133306,0.621992749,0.561085262,0.622825391,0.616662096,0.538284314,0.611199831,0.6557326,0.588370766
HSPG2,0.250675825,0.135582954,0.221403564,0.194022956,0.207827498,0.112823773,0.03572395,0.215935374,0.153520432,0.282698936,0.084400623
ITGB3BP,0.563577439,0.512121112,0.458658411,0.609061109,0.394009208,0.648351596,0.454334257,0.40803331,0.452657355,0.516428778,0.747740086
SERBP1,0.705184236,0.729247314,0.792885342,0.806190206,0.716030196,0.84620998,0.712269215,0.781438241,0.874673788,0.829158705,0.878173685
BCL10,0.372338713,0.40027251,0.388011565,0.43257472,0.45555861,0.448486492,0.493829566,0.575848823,0.274814149,0.368175555,0.453276128
PRKACB,0.301871316,0.288196073,0.338395304,0.320105913,0.294645951,0.327551225,0.432134516,0.322589484,0.298563673,0.158431847,0.329140108
PIGK,0.618827895,0.656082919,0.703395744,0.610347111,0.578016147,0.680762581,0.695879232,0.570025052,0.480850359,0.637038776,0.649432785
TINAGL1,0.001437583,0.14888588,0.336342952,0.100353216,0.253872235,0.076299054,0.329218272,0.340662117,0.126267068,0.294064084,0.008225955
RPS8,0.991581891,0.99068139,0.985863308,0.988459859,0.987081808,0.989941643,0.992409688,0.982432357,0.987057986,0.991861284,0.99264566
KIF2C,0.472177223,0.270042181,0.298855855,0.457437402,0.265887007,0.302415831,0.295320261,0.231775206,0.483290075,0.245776403,0.273297923
PTPRF,0.926944936,0.904285817,0.876387919,0.925163889,0.959985001,0.881706537,0.888206136,0.924583787,0.898340734,0.869003699,0.887189505
BEST4,0.207235278,0.05722934,0.174933708,0.30099627,0.246195561,0.226250929,0.22336171,0.172794598,0.242543758,0.209968645,0.333247873
CYP4B1,0.246423745,0.161734643,0.377699053,0.298916047,0.572920214,0.227970022,0.074391471,0.634591859,0.150406855,0.406944615,0.00785296
TMEM61,0.287672668,0.429709165,0.391941817,0.377067893,0.24422257,0.175091809,0.413782608,0.265714774,0.204731137,0.290889231,0.173109814
DMRTB1,0.078023844,0.168084139,0.096514592,0.233924937,0.158285457,0.209635428,0.03572395,0.28241879,0.032133051,0.077131985,0.050142654
LMO4,0.944138404,0.935666767,0.948357246,0.953944942,0.93071536,0.959755477,0.927637003,0.940586184,0.970531773,0.942630067,0.958559817
SYPL2,0.068174258,0.090457612,0.139703872,0.190941519,0.016520676,0.130087727,0.178160806,0.283295203,0.274508107,0.151065536,0.082208558
BARHL2,0.073114518,0.014468654,0.016640905,0.076982071,0.172120079,0.130087727,0.201816672,0.208344409,0.027288432,0.154275787,0.036351547
MTF2,0.497463476,0.492747492,0.486897248,0.508971104,0.558883547,0.538996554,0.465133201,0.573858554,0.620528945,0.492573469,0.524427972
SLC44A3,0.665781434,0.515924839,0.539806747,0.741964687,0.433076687,0.640363515,0.54027728,0.41318041,0.501949698,0.575661182,0.719643614
IGSF3,0.534842365,0.606421016,0.681610252,0.447592195,0.763007567,0.498519681,0.65559007,0.605496936,0.494469977,0.491188173,0.529815675
ZNF697,0.301461074,0.388057086,0.290190189,0.303403711,0.484317523,0.356152864,0.395957123,0.542714028,0.301142297,0.283931757,0.29978515
CTTNBP2NL,0.378102691,0.508721847,0.416933236,0.344510978,0.506024041,0.408973491,0.554781626,0.515373765,0.234166295,0.387187892,0.366316736
KCNA10,0.054417923,0.117666048,0.096514592,0.170614666,0.261822046,0.070817413,0.111218627,0.149620418,0.075898388,0.156196229,0.082208558
PSMA5,0.945969577,0.941166091,0.943824233,0.930392947,0.942558442,0.928155382,0.939680941,0.937123302,0.915887901,0.906166898,0.93206172
FNDC7,0.049127066,0.117666048,0.200456063,0.046151767,0.027860861,0.129269025,0.170188642,0.129207399,0.230750113,0.168145297,0.08828847
CD53,0.422542434,0.605781355,0.48981675,0.384828133,0.768828838,0.495556796,0.593418703,0.533416654,0.386302392,0.416192959,0.397726345
PROK1,0.209463335,0.480910993,0.454414843,0.221582062,0.408598541,0.285923805,0.396011315,0.297192295,0.254182366,0.317545838,0.25376515
CELSR2,0.511230483,0.543208428,0.538487086,0.394361731,0.502127997,0.530017754,0.484136755,0.526162846,0.588130208,0.466352274,0.533451112
ITGA10,0.332841745,0.240363272,0.266045005,0.400549333,0.223147237,0.249197669,0.171218086,0.218175891,0.326211609,0.451879317,0.23436361
GPR161,0.415578495,0.322898786,0.181609926,0.272403196,0.2777771,0.253350591,0.343810104,0.306111329,0.296409092,0.472349222,0.228316967
ALDH9A1,0.935677162,0.927313174,0.955115664,0.951033376,0.941639314,0.958179062,0.945333278,0.940688234,0.965012526,0.967354549,0.963621399
ATP1B1,0.91551408,0.727806736,0.806946592,0.825851479,0.949569134,0.904688898,0.771231175,0.945002152,0.834383136,0.921317827,0.906115971
TIPRL,0.694877701,0.678249713,0.662040517,0.615937388,0.699208314,0.699047956,0.713930312,0.681433244,0.452536684,0.629756367,0.643422286
NME7,0.731546651,0.702000951,0.623588388,0.609561026,0.595940937,0.667833405,0.680513327,0.576811172,0.541935665,0.676197346,0.715591743
POGK,0.803433852,0.760298168,0.815478078,0.773476074,0.786897308,0.766798899,0.74863495,0.774992947,0.83202279,0.792908891,0.86115948
CREG1,0.828888103,0.876903544,0.782860123,0.894006224,0.793183264,0.866413782,0.86990602,0.791567358,0.627018114,0.796991086,0.860253887
DCAF6,0.847715873,0.838029751,0.849355475,0.833228053,0.780897703,0.807498044,0.811742599,0.771912392,0.780806537,0.836643658,0.803126822
GPA33,0.295115357,0.256928966,0.256664496,0.204429242,0.278928552,0.254950447,0.293574956,0.255313537,0.301419255,0.251397152,0.277405314
RXRG,0.265596315,0.358580169,0.351128002,0.305821594,0.239999364,0.167609296,0.285584871,0.218175891,0.315986359,0.215884778,0.311016325
TBX19,0.294394126,0.263352348,0.180734471,0.254050035,0.323116856,0.301691353,0.253142577,0.324150672,0.319609478,0.331861057,0.295971821
UCK2,0.481692231,0.505209483,0.450137844,0.563896094,0.561429635,0.387089817,0.455943871,0.486048191,0.422309529,0.36332453,0.384654636
TMCO1,0.940597167,0.948699633,0.953028127,0.9379738,0.928318414,0.945386088,0.937132718,0.934488258,0.910337627,0.934514928,0.941888953
XCL1,0.141588885,0.266242628,0.222343233,0.192261415,0.281707997,0.003700395,0.410719539,0.197571384,0.211126794,0.159570077,0.257555851
XCL2,0.212955648,0.133123597,0.183083138,0.070851596,0.061196944,0.119500505,0.229528981,0.037986154,0.186155614,0.089516084,0.111990004
POU2F1,0.38349809,0.276795651,0.291572501,0.356206386,0.389643698,0.345047211,0.265535086,0.356912436,0.4265394,0.375430841,0.368887404
MAEL,0.095169953,0.078796684,0.032855389,0.054360982,0.116821423,0.080330334,0.042102596,0.061255798,0.067886538,0.154275787,0.214404715
ILDR2,0.291517678,0.280745559,0.310257737,0.244747191,0.278843208,0.202743535,0.278869184,0.286110127,0.264155243,0.242605417,0.298615725
DPT,0.433342047,0.252016173,0.31369834,0.382653537,0.290068449,0.580222971,0.236435127,0.319246918,0.469550664,0.636448302,0.443304171
MGST3,0.91687265,0.943218762,0.955011141,0.922907519,0.922760376,0.927760751,0.933581636,0.887022544,0.853299384,0.913658006,0.92839476
ADCY10,0.175689314,0.135622001,0.152282281,0.05340957,0.007517678,0.20544045,0.165641514,0.039957602,0.104181297,0.045618977,0.100405921
UFC1,0.924193403,0.910856537,0.910215079,0.888464206,0.867899285,0.913604035,0.900195688,0.881846109,0.856425756,0.875792064,0.896783999
PPOX,0.574028862,0.500632701,0.545367843,0.591107327,0.471365933,0.556455501,0.524176014,0.51524558,0.640180534,0.539499625,0.562720202
FCGR2A,0.416084306,0.665225942,0.5162155,0.452437252,0.728901214,0.527199194,0.592220216,0.695692308,0.414276272,0.507581862,0.362683144
FCGR2C,0.007005828,0.055664115,0.090049452,0.027691817,0.031267458,0.095458162,0.145200538,0.057929184,0.043642144,0.006914463,0.069736424
NUF2,0.410931147,0.332284179,0.202388287,0.414738003,0.205179409,0.253560916,0.356940929,0.18298694,0.395351722,0.195853876,0.022409159
SDHC,0.846282355,0.777682026,0.789419989,0.711002297,0.699678877,0.753026348,0.757762232,0.746036526,0.680330769,0.768237234,0.73083411
NR1I3,0.102340172,0.046898988,0.019792392,0.136150547,0.148318653,0.026211243,0.026052212,0.118000285,0.016032704,0.086301111,0.048201198
USP21,0.535770529,0.448426506,0.511213152,0.556444221,0.500510685,0.51615157,0.459111798,0.569683462,0.63295591,0.522551287,0.546609033
F13B,0.08782665,0.006745224,0.002872909,0.034485611,0.003627162,0.067027438,0.049328292,0.035259242,0.054442709,0.032049606,0.079402978
PRCC,0.443912749,0.469683328,0.536971426,0.457317933,0.409438172,0.496186264,0.593630305,0.45547183,0.529260825,0.459621309,0.519923568
FCRL5,0.266242758,0.018946463,0.285885969,0.227388524,0.337822629,0.171248797,0.167972933,0.111691393,0.189647185,0.143486425,0.240982324
MRPL24,0.901687026,0.886709515,0.914273597,0.891184092,0.811398279,0.894189053,0.864931981,0.785900818,0.907674656,0.894410385,0.893193786
PIGM,0.747000409,0.751669621,0.770950435,0.696860693,0.663666551,0.745107936,0.666955391,0.703057571,0.755301427,0.65678432,0.750759288
CASQ1,0.221197226,0.191184108,0.25404181,0.155023368,0.320117364,0.173981819,0.184930729,0.184064784,0.219144497,0.241107155,0.262682436
ISG20L2,0.635066155,0.552250247,0.506491511,0.53644546,0.470992108,0.571636879,0.495909256,0.555722384,0.555883401,0.554494155,0.515310606
CRABP2,0.875346036,0.389401012,0.679172945,0.824365574,0.853448561,0.947834634,0.461333565,0.868731324,0.942742803,0.603196165,0.803469663
HDGF,0.64514024,0.68628268,0.733950764,0.655256599,0.768412039,0.675801665,0.7018078,0.821502928,0.714392918,0.642218607,0.660729896
ABL2,0.272000562,0.129223277,0.125507728,0.174101371,0.3634469,0.100206086,0.321066897,0.405119834,0.192071824,0.110222181,0.086132268
XPR1,0.854914994,0.915149641,0.899783491,0.944867395,0.905082139,0.841594473,0.884532466,0.857451558,0.921770968,0.848291276,0.912467096
RGS16,0.227108875,0.425580722,0.36761982,0.220154945,0.433838264,0.169705272,0.477583144,0.388314685,0.011074557,0.243813833,0.066175734
TOR1AIP1,0.780085551,0.798586694,0.82372114,0.833228053,0.816093432,0.821500268,0.830638811,0.802302418,0.777388537,0.86590131,0.838696078
HMCN1,0.190901064,0.197298373,0.186432283,0.075639864,0.02005214,0.286851032,0.222828703,0.054530508,0.231983482,0.121769551,0.190839887
RGL1,0.875346036,0.88624009,0.905794461,0.94303145,0.840561294,0.924708354,0.883217758,0.802302418,0.926242174,0.878279854,0.86115948
LYPLAL1,0.657555607,0.95571907,0.851857661,0.767656926,0.726333386,0.678775335,0.953362065,0.458678451,0.568656269,0.719818202,0.675347776
LHX9,0.147793618,0.165795029,0.220138369,0.065345077,0.089526981,0.05572206,0.224387379,0.246999121,0.182196797,0.203799004,0.11439768
RORC,0.337403399,0.583781604,0.65800636,0.53289929,0.510134057,0.378106574,0.576564185,0.356609743,0.435377445,0.40883971,0.45345474
TUFT1,0.558600585,0.757907589,0.699517324,0.659589847,0.775434048,0.483994289,0.735773606,0.784636102,0.544494742,0.485922543,0.483687445
SF3B4,0.873686598,0.865209797,0.87096348,0.851093105,0.859638303,0.905355472,0.879379398,0.857451558,0.916560316,0.873401879,0.900771625
ECM1,0.970658916,0.82365965,0.83483033,0.80954197,0.83129645,0.967403511,0.826831117,0.873821629,0.974094663,0.854309555,0.977079094
ZNF687,0.258438328,0.217584572,0.34016121,0.246625475,0.251596715,0.299657995,0.26270726,0.203372181,0.32805824,0.223587056,0.235890486
TARS2,0.464380472,0.421084673,0.391563942,0.391937589,0.380089314,0.358982293,0.337645833,0.336520997,0.415818172,0.360404693,0.373333333
CGN,0.490511178,0.648061083,0.641786974,0.628811537,0.772670933,0.454299354,0.638071609,0.693147708,0.609977311,0.589170774,0.43330698
SNX27,0.761188318,0.751587799,0.765909661,0.738087981,0.803540077,0.778389335,0.793005887,0.781522236,0.764559312,0.789264731,0.780137774
SETDB1,0.589507126,0.536314745,0.594778675,0.60763431,0.566122084,0.658799151,0.541277359,0.553574684,0.720553679,0.614548198,0.630254666
ADAMTSL4,0.446152894,0.588030383,0.446184185,0.394901859,0.356525711,0.364787096,0.555593753,0.373909659,0.429044752,0.390048799,0.407361853
MCL1,0.76028111,0.81763542,0.775181642,0.851721326,0.9080811,0.808701151,0.875094444,0.927563968,0.807417574,0.844006072,0.760602579
CTSK,0.949243772,0.910080092,0.899783491,0.966675993,0.949256947,0.971076903,0.862363237,0.951673579,0.900404488,0.925034197,0.949124735
RFX5,0.714637459,0.584476758,0.661067974,0.585729358,0.618906101,0.68168093,0.525550485,0.598155327,0.732346364,0.668346263,0.671162404
PI4KB,0.598064612,0.547349532,0.630681459,0.604006451,0.571250844,0.627621578,0.577743426,0.600689873,0.731626148,0.649887597,0.659527146
PIP5K1A,0.248314911,0.355455324,0.25514062,0.310967355,0.309962747,0.298801777,0.277778164,0.334632418,0.384076666,0.298475482,0.389279237
ANP32E,0.241276451,0.289300227,0.19728064,0.293610843,0.10836115,0.224983704,0.087703343,0.27129662,0.287933835,0.269934232,0.280272951
ANXA9,0.299868132,0.046099994,0.075781727,0.204792075,0.054799963,0.182756299,0.021960672,0.077869057,0.122112562,0.061678258,0.286745425
SELENBP1,0.637725128,0.306291956,0.551433497,0.469726929,0.304094015,0.55016863,0.316664073,0.421622099,0.555747042,0.621508058,0.559158635
ENSA,0.782523735,0.765261098,0.781101251,0.73358085,0.712218696,0.801240802,0.761319979,0.653749225,0.600034033,0.718469418,0.765472179
SEMA6C,0.28358613,0.32238094,0.273330379,0.264876045,0.156392375,0.306511869,0.352009154,0.211019207,0.388920284,0.285917935,0.316742641
MRPL9,0.562006696,0.561514739,0.572062866,0.520137865,0.512097406,0.543259893,0.545623392,0.506643088,0.473196932,0.505722276,0.565126048
ARNT,0.447867534,0.506421145,0.526889174,0.503317492,0.500769201,0.431721612,0.567247123,0.505819736,0.543888085,0.4976964,0.503225157
POGZ,0.264606364,0.28863738,0.331732794,0.332547954,0.285617093,0.295208794,0.319095399,0.305928688,0.361597586,0.360915798,0.27015734
OAZ3,0.246549635,0.316161262,0.295381275,0.250560455,0.155643306,0.224820319,0.187245917,0.301292684,0.081010556,0.222279553,0.279707157
HORMAD1,0.100497721,0.177340192,0.097477845,0.121912935,0.084381409,0.164488336,0.086783532,0.15119624,0.05098849,0.040484807,0.175730475
GOLPH3L,0.651929617,0.687743366,0.690414474,0.707469625,0.628115423,0.658499141,0.727639851,0.668185156,0.684008025,0.649289844,0.692041734
GABPB2,0.973047064,0.972781219,0.981519204,0.979887639,0.980749851,0.980277889,0.981047013,0.985606387,0.992883167,0.987888791,0.981250197
SYT14,0.03954827,0.240363272,0.264288712,0.299638538,0.31599376,0.154951518,0.300498294,0.382175342,0.227550117,0.180997918,0.131621363
KCNH1,0.23969219,0.239577605,0.189947793,0.090821972,0.103185354,0.077296725,0.192407409,0.133043493,0.186552021,0.079803637,0.091062902
DTL,0.436651714,0.282620864,0.356213823,0.364149227,0.30298169,0.357868845,0.311049377,0.168905051,0.393806678,0.272744984,0.411853049
DYRK3,0.361609789,0.396008427,0.468244192,0.498265965,0.469872178,0.400624458,0.399162927,0.618759937,0.432321045,0.446761524,0.45012941
INTS7,0.360334836,0.332284179,0.339424557,0.316307334,0.347962297,0.342440848,0.324368671,0.335067678,0.375483137,0.321639392,0.323701276
VASH2,0.304704607,0.147435689,0.228947953,0.295809206,0.257483903,0.429031409,0.310311307,0.386668092,0.345090701,0.188350688,0.385979762
TAF1A,0.351542305,0.353100443,0.37057808,0.374555097,0.366085412,0.351491663,0.327692533,0.45292864,0.349028007,0.291469319,0.464629058
